id,source,title,text,url,score,num_comments,created_utc,domain,domain_category,topic_category,title_length,age_days,engagement_score,snapshot_utc,opportunity_id,retrieval_rank,retrieval_distance,similarity,engagement_raw,comments_raw,days_old,freshness_score,trend_score,effort,effort_score,diversity_domain,final_score,reranked_score,rank,why
46047580,hackernews,Python is not a great language for data science,,https://news.ycombinator.com/item?id=46047580,346,328,2025-11-25T16:38:57Z,blog.genesmindsmachines.com,other,unknown,47,191,0.8830205448442005,2026-06-04T23:11:05Z,hackernews::46047580,26,0.9886157512664795,0.5028623550643885,346,328,191,0.0038399816597890868,1.0,low,1.0,blog.genesmindsmachines.com,0.6034681659967832,0.6534681659967833,1,"['high community engagement', 'matches your interest in blog.genesmindsmachines.com', 'strong recent activity trend']"
41985915,hackernews,"GitHub cuts AI deals with Google, Anthropic",,https://news.ycombinator.com/item?id=41985915,897,702,2024-10-29T16:20:17Z,bloomberg.com,other,Trending Open-Source,43,583,0.9999999999999999,2026-06-04T23:11:05Z,hackernews::41985915,80,1.0409388542175293,0.4899705828685336,897,702,583,0.0003391682839969097,0.7011776764422875,low,1.0,Trending Open-Source,0.5906554051776685,0.6406554051776685,2,"['high community engagement', 'matches your interest in Trending Open-Source', 'low effort to engage']"
46934107,hackernews,GitHub Agentic Workflows,,https://news.ycombinator.com/item?id=46934107,302,141,2026-02-08T13:40:56Z,github.github.io,other,Trending Open-Source,24,116,0.826243394268956,2026-06-04T23:11:05Z,hackernews::46934107,63,1.029901146888733,0.4926348268400747,302,141,116,0.0071832492740333195,0.7078164423885618,low,1.0,Trending Open-Source,0.5587934825617861,0.5587934825617861,3,"['high community engagement', 'matches your interest in Trending Open-Source', 'low effort to engage']"
46120611,hackernews,Python Data Science Handbook,,https://news.ycombinator.com/item?id=46120611,312,61,2025-12-02T12:38:28Z,jakevdp.github.io,other,unknown,28,184,0.8029885323045247,2026-06-04T23:11:05Z,hackernews::46120611,81,1.041197657585144,0.4899084595183488,312,61,184,0.004037324807613665,0.1930507688229056,low,1.0,jakevdp.github.io,0.5009671888475945,0.5509671888475945,4,"['high community engagement', 'matches your interest in jakevdp.github.io', 'low effort to engage']"
48401523,hackernews,Open-source AI toolkit for e-commerce,,https://news.ycombinator.com/item?id=48401523,1,0,2026-06-04T17:07:57Z,upsidelab.io,other,unknown,37,0,0.09395091235455379,2026-06-04T23:11:05Z,hackernews::48401523,53,1.018393874168396,0.4954434378731023,1,0,0,1.0,0.0,low,1.0,upsidelab.io,0.49173972951380673,0.5417397295138068,5,"['active in the last 24h', 'matches your interest in upsidelab.io', 'low effort to engage']"
48399002,hackernews,"What Bun Can Tell Us About AI, Open Source and Anthropic",,https://news.ycombinator.com/item?id=48399002,2,0,2026-06-04T14:15:39Z,redmonk.com,other,Trending Open-Source,56,0,0.14890867299050775,2026-06-04T23:11:05Z,hackernews::48399002,25,0.9869362115859985,0.5032874201843586,2,0,0,1.0,0.0,low,1.0,Trending Open-Source,0.5062610736810629,0.5062610736810629,6,"['active in the last 24h', 'matches your interest in Trending Open-Source', 'low effort to engage']"
48346013,hackernews,Donating AI credits to open source projects,Would love to have a discussion about big companies donating LLM credits to opensource projects that are critical. Would help maintainers build sustainable pipelines for critical code we all use,https://news.ycombinator.com/item?id=48346013,7,5,2026-05-31T14:38:23Z,,unknown,Trending Open-Source,43,4,0.3476596876323835,2026-06-04T23:11:05Z,hackernews::48346013,14,0.9569025039672852,0.5110116615276801,7,5,4,0.19889958734525448,0.7278963414634145,low,1.0,Trending Open-Source,0.5021117574620624,0.5021117574620624,7,"['matches your interest in Trending Open-Source', 'low effort to engage', 'strong recent activity trend']"
41130901,hackernews,GitHub Models: A new generation of AI engineers building on GitHub,,https://news.ycombinator.com/item?id=41130901,100,14,2024-08-01T16:33:58Z,github.blog,other,Trending Open-Source,66,672,0.6431400358002449,2026-06-04T23:11:05Z,hackernews::41130901,6,0.9238889217376709,0.5197805282317404,100,14,672,0.00011241213969354394,0.01213160569105691,low,1.0,Trending Open-Source,0.46375926725439187,0.46375926725439187,8,"['matches your interest in Trending Open-Source', 'low effort to engage', '52% semantic match']"
45998047,hackernews,GitHut – Programming Languages and GitHub (2014),,https://news.ycombinator.com/item?id=45998047,88,33,2025-11-20T21:33:37Z,githut.info,other,Trending Open-Source,48,196,0.6511490961538042,2026-06-04T23:11:05Z,hackernews::45998047,73,1.038288950920105,0.49060757531388743,88,33,196,0.0037076086273469294,0.0980431806869089,low,1.0,Trending Open-Source,0.46136368748480316,0.46136368748480316,9,"['matches your interest in Trending Open-Source', 'low effort to engage', '49% semantic match']"
48370657,hackernews,Open-source real company briefs to practice AI-native building and get hired,,https://news.ycombinator.com/item?id=48370657,2,0,2026-06-02T14:21:47Z,github.com,developer_tools,Frontend (React/Web),76,2,0.14890867299050775,2026-06-04T23:11:05Z,hackernews::48370657,47,1.0058408975601196,0.4985440277024902,2,0,2,0.332416322787712,0.0,low,1.0,Frontend (React/Web),0.403988995482379,0.453988995482379,10,"['matches your interest in Frontend (React/Web)', 'low effort to engage', 'posted this week']"
